filename,Food_Description,inverse_cook,clean_description,clean_inv_cook,F1_score,ingred_parsed_from,multi_codes,food_count,Occ_Name,food_count_groups,coffee_tea_count
44fbe8c5423fae971ceae22b7a40.jpeg,"Cheese, NFS, Yogurt, NS as to type of milk or flavor, Black, brown, or Bayo beans, dry, cooked, fat not added in cooking, Onions, cooked, from fresh, fat not added in cooking, Peppers, red, cooked, fat not added in cooking, Garlic, cooked, Oregano, Coriander seed, Cumin seed, Chili powder, Salt, table, Pepper, black, Vinegar, cider, Tomatoes, from canned, stewed, Vegetable broth, bouillon","['onion', 'pepper', 'oil', 'salt', 'clove', 'broth']","{'cheese', 'coriander', 'chili', 'vegetable', 'tomato', 'garlic', 'cumin', 'pepper', 'milk', 'oregano', 'seed', 'bean', 'salt', 'onion', 'cider', 'yogurt', 'vinegar', 'broth'}","{'oil', 'pepper', 'clove', 'salt', 'onion', 'broth'}",0.3333333333333333,FNDDS1718,"14010000, 11410000, 41102020, 75221011, 75226050, 75217400, 2027, 2013, 2014, 2009, 2047, 2030, 2048, 74204013, 75657000",15,Breakfast,4+,0.0
54161e6d453ea2130cc09509e042.jpeg,"Doughnut, cake type, plain","['sugar', 'flour', 'egg', 'salt', 'baking_powder', 'milk', 'oil', 'butter']","{'oil', 'milk', 'egg', 'sugar', 'flour', 'salt', 'starch'}","{'oil', 'butter', 'milk', 'egg', 'sugar', 'flour', 'bakingpowder', 'salt'}",0.7999999999999999,BFDB,53520110,1,Snack,1,0.0
58e82736443495b72be350a1192e.jpeg,"Broccoli, cooked, from fresh, fat not added in cooking, Chicken or turkey with teriyaki","['oil', 'pepper', 'soy_sauce', 'clove', 'onion', 'ginger', 'mushroom']","{'broccoli', 'teriyaki', 'chicken', 'turkey'}","{'oil', 'ginger', 'mushroom', 'soysauce', 'pepper', 'clove', 'onion'}",0.0,FNDDS1718,"72201211, 27145000",2,Lunch,2-3,0.0
4da3d4554e7e9e59a119d76af7f8.jpeg,"Orange, raw","['water', 'lemon', 'sugar', 'juice', 'salt']",{'orange'},"{'salt', 'juice', 'lemon', 'sugar'}",0.0,FNDDS1718,61119010,1,Dinner,1,0.0
5eafcdcb445ebd65b911b45fe24a.jpeg,"Orange chicken, Rice, white, cooked, fat not added in cooking","['cheese', 'butter']","{'rice', 'chicken', 'orange'}","{'cheese', 'butter'}",0.0,FNDDS1718,"27146350, 56205008",2,Dinner,2-3,0.0
d831d20548079792caf1b9af749d.jpeg,"Pretzels, hard, plain, salted","['sugar', 'egg', 'cheese', 'butter', 'chocolate', 'vanilla', 'cream', 'flour', 'extract']","{'butter', 'flour', 'salt', 'yeast'}","{'cheese', 'chocolate', 'vanilla', 'butter', 'cream', 'extract', 'egg', 'sugar', 'flour'}",0.30769230769230765,BFDB,54408016,1,Snack,1,0.0
46a2c28243bda62d766c265e8f6b.jpeg,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw, Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking, Lemon, raw, Cheese, Parmesan, dry grated","['cheese', 'oil', 'pepper', 'spaghetti', 'clove', 'butter', 'salt']","{'squash', 'cheese', 'parmesan', 'lemon', 'chicken', 'green'}","{'cheese', 'oil', 'butter', 'spaghetti', 'pepper', 'clove', 'salt'}",0.15384615384615383,FNDDS1718,"24122131, 75233011, 61113010, 14108010",4,Dinner,4+,0.0
8079434944e8bf545e1a2f92543c.jpeg,"Ground beef patty, cooked, Roll, white, hamburger bun, Mayonnaise, regular, Cheese, American, Potato, french fries, from frozen, fried, Turnover or dumpling, apple, Wonton, fried, filled with meat, poultry, or seafood,, Soybean curd, deep fried, Rice with Spanish sausage, Puerto Rican style, Chives, raw","['cheese', 'egg', 'pepper', 'onion', 'salt']","{'cheese', 'meat', 'apple', 'mayonnaise', 'bun', 'wonton', 'hamburger', 'seafood', 'soybean', 'turnover', 'rice', 'sausage', 'potato', 'roll', 'beef', 'chive', 'fry'}","{'cheese', 'pepper', 'egg', 'salt', 'onion'}",0.0909090909090909,FNDDS1718,"21500310, 51154100, 83107000, 14410110, 71401032, 53450000, 58111110, 41421010, 58156310, 75109500",10,Breakfast,4+,0.0
af0fe53b42ccb4249772dde63f16.jpeg,"Clam chowder, New England, NS as to prepared with water or milk, sauce, fish, ready-to-serve, bacon, meatless, onions, raw, potatoes, raw, skin, milk, fluid, 1% fat, without added vitamin a and vitamin d, salt, table, spices, pepper, black","['pepper', 'onion', 'salt', 'potato', 'cream']","{'spice', 'pepper', 'milk', 'fish', 'chowder', 'potato', 'salt', 'clam', 'bacon', 'onion'}","{'cream', 'pepper', 'potato', 'salt', 'onion'}",0.5333333333333333,R1M,28355110,1,Breakfast,1,0.0
a59d16ba46c59a9b48b8257a745e.jpeg,"Apple, raw","['egg', 'salt', 'oil']",{'apple'},"{'oil', 'salt', 'egg'}",0.0,FNDDS1718,63101000,1,Lunch,1,0.0
e2e2b10b4f07bac1965c256524ab.jpeg,"Potato, hash brown, from fast food, Tomato catsup","['sugar', 'egg', 'flour', 'butter', 'oil', 'milk']","{'catsup', 'potato', 'tomato'}","{'butter', 'oil', 'milk', 'egg', 'sugar', 'flour'}",0.0,FNDDS1718,"71404010, 74401010",2,Breakfast,2-3,0.0
36948de6442a8625fea6118279ef.jpeg,"Tea, hot, herbal","['oil', 'pepper', 'basil']",{'tea'},"{'basil', 'oil', 'pepper'}",0.0,FNDDS1718,92306000,1,Snack,1,1.0
15f15a4640ca94aac9bc163173f5.jpeg,"Squash, winter type, mashed, fat added in cooking, no sugar added in cooking, Bread, sour dough, toasted, Persimmon, raw, Pear, raw, Spinach, raw, Onions, cooked, from fresh, made with oil, Pine nuts, Cheese, Parmesan, hard, Olive oil","['oil', 'pepper', 'onion', 'salt', 'egg', 'bread', 'clove']","{'squash', 'cheese', 'parmesan', 'oil', 'pear', 'olive', 'pine', 'sugar', 'dough', 'bread', 'spinach', 'onion', 'nut', 'persimmon'}","{'oil', 'pepper', 'egg', 'clove', 'salt', 'bread', 'onion'}",0.2857142857142857,FNDDS1718,"73301020, 51133020, 63139010, 63137010, 72125100, 75221017, 42113000, 14108020, 82104000",9,Dinner,4+,0.0
7b9c6fac43b78dc7a7230bab2139.jpeg,"Pinto, calico, or red Mexican beans, dry, cooked, fat not added in cooking, Vegetable broth, bouillon, Onions, cooked, from fresh, fat not added in cooking, Garlic, cooked, Olive oil, Squash, winter type, baked, no fat or sugar added in cooking, Breakfast link, pattie, or slice, meatless","['onion', 'pepper', 'butter', 'salt', 'broth', 'clove']","{'squash', 'oil', 'vegetable', 'olive', 'garlic', 'sugar', 'bean', 'onion', 'pinto', 'broth'}","{'butter', 'pepper', 'clove', 'salt', 'onion', 'broth'}",0.25,FNDDS1718,"41104020, 75657000, 75221011, 75217400, 82104000, 73303010, 41810400",7,Lunch,4+,0.0
dae6685f4ca99258dda4ebed4361.jpeg,"Potato, hash brown, from fast food","['cheese', 'butter', 'salt', 'onion', 'pepper']",{'potato'},"{'cheese', 'butter', 'pepper', 'salt', 'onion'}",0.0,FNDDS1718,71404010,1,Breakfast,1,0.0
720f44114008a0e47e55a468313c.jpeg,"Beef steak, broiled or baked, lean and fat eaten, Sweet potato, baked, peel eaten, made with oil, Squash, summer, yellow or green, cooked, from fresh, made with oil, Rice, brown, cooked, fat added in cooking, made with butter","['salt', 'squash', 'oil', 'onion', 'pepper']","{'squash', 'oil', 'butter', 'rice', 'steak', 'potato', 'beef', 'green'}","{'squash', 'oil', 'pepper', 'salt', 'onion'}",0.3076923076923077,FNDDS1718,"21101120, 73402021, 75233027, 56205014",4,Dinner,4+,1.0
dd27ab09497e99e13e1ee6889fa8.jpeg,"Tea, hot, leaf, black, Milk, reduced fat (2%)","['sugar', 'milk', 'cream', 'egg', 'butter', 'salt', 'flour']","{'milk', 'tea'}","{'butter', 'cream', 'milk', 'egg', 'sugar', 'flour', 'salt'}",0.22222222222222224,FNDDS1718,"92302000, 11112110",2,Breakfast,2-3,1.0
ce55d85841c2b24141947275758d.jpeg,"Oatmeal, regular or quick, made with milk, fat not added in cooking, Pumpkin seeds, salted, Pear, raw","['onion', 'pepper', 'salt', 'oil', 'butter', 'clove']","{'pumpkin', 'pear', 'oatmeal', 'milk', 'seed'}","{'butter', 'oil', 'pepper', 'clove', 'salt', 'onion'}",0.0,FNDDS1718,"56203066, 43101100, 63137010",3,Breakfast,2-3,0.0
2f1bfb9d4deca215fd31761ef7d1.jpeg,"Jello (gelatin) powder, sweetened, dry, Strawberries, frozen, unsweetened, Banana, raw, Pineapple, cooked or canned, in light syrup, Sour cream","['sugar', 'gelatin', 'water', 'butter', 'cream']","{'strawberry', 'pineapple', 'syrup', 'cream', 'gelatin', 'banana', 'jello'}","{'butter', 'gelatin', 'cream', 'sugar'}",0.36363636363636365,FNDDS1718,"19172, 63223610, 63107010, 63141140, 12310100",5,Breakfast,4+,0.0
79a4f93b455a9b62793a1b93f4fb.jpeg,"Tangerine, raw","['orange', 'water', 'sugar']",{'tangerine'},"{'sugar', 'orange'}",0.0,FNDDS1718,61125010,1,Lunch,1,0.0
1f55c15542ddb3ce2a82dfaeae06.jpeg,"Egg, whole, fried with butter, Roll, white, hamburger bun, Cheese, American, Ham, prepackaged or deli, luncheon meat","['cheese', 'bun', 'beef', 'mayonnaise', 'mustard', 'onion']","{'cheese', 'butter', 'meat', 'bun', 'hamburger', 'egg', 'ham', 'roll'}","{'cheese', 'mayonnaise', 'bun', 'mustard', 'onion', 'beef'}",0.28571428571428575,FNDDS1718,"31105040, 51154100, 14410110, 25230210",4,Dinner,4+,0.0
e96ee3a64fcf9516c686488c53e5.jpeg,"Pistachio nuts, salted","['oil', 'salt', 'onion', 'pepper']","{'nut', 'pistachio'}","{'pepper', 'oil', 'salt', 'onion'}",0.0,FNDDS1718,42114140,1,Lunch,1,0.0
a7859ea24c8e82e9b8f58c66a3bc.jpeg,"Potato, home fries, NFS, Egg, whole, fried with animal fat or meat drippings, Pork bacon, NS as to fresh, smoked or cured, cooked, Bread, white, made from home recipe or purchased at a bakery, toasted, Butter replacement, fat-free powder","['cheese', 'bacon', 'pepper', 'onion', 'salt', 'butter', 'oil', 'egg']","{'butter', 'meat', 'pork', 'dripping', 'egg', 'potato', 'bread', 'bacon', 'fry'}","{'cheese', 'butter', 'oil', 'pepper', 'egg', 'salt', 'onion', 'bacon'}",0.35294117647058826,FNDDS1718,"71403020, 31105060, 22600200, 51101060, 81106010",5,Dinner,4+,0.0
c4c4461b4c33856ec130fc92207d.jpeg,"Egg omelet or scrambled egg, made without fat","['sugar', 'egg', 'butter', 'cream', 'flour', 'salt', 'milk', 'extract']","{'omelet', 'egg'}","{'butter', 'cream', 'extract', 'milk', 'egg', 'sugar', 'flour', 'salt'}",0.2,FNDDS1718,32130070,1,Dinner,1,0.0
7246eaa64107a9b748882ebae607.jpeg,"Orange, raw","['water', 'flour', 'sugar', 'egg', 'salt']",{'orange'},"{'salt', 'flour', 'egg', 'sugar'}",0.0,FNDDS1718,61119010,1,Breakfast,1,0.0
c97e5a86430da70b16fe5c07095b.jpeg,"Egg omelet or scrambled egg, with cheese, made with butter, Bread, whole wheat, toasted, Butter, stick, salted, Jam, preserve, all flavors, Tomato catsup","['egg', 'salt', 'butter', 'pepper']","{'cheese', 'butter', 'flavor', 'catsup', 'tomato', 'stick', 'egg', 'bread', 'wheat', 'omelet'}","{'pepper', 'butter', 'salt', 'egg'}",0.28571428571428575,FNDDS1718,"32130120, 51300120, 81101000, 91402000, 74401010",5,Breakfast,4+,0.0
557722ae48c5ac979e04a32eb38c.jpeg,"Pork sausage, Egg omelet or scrambled egg, made with cooking spray, Potato, hash brown, from fast food, Raspberries, raw, NS as to color, Avocado, raw","['egg', 'pepper', 'bread', 'mayonnaise', 'cheese', 'onion', 'salt']","{'sausage', 'pork', 'egg', 'potato', 'avocado', 'raspberry', 'omelet'}","{'cheese', 'mayonnaise', 'pepper', 'egg', 'bread', 'salt', 'onion'}",0.14285714285714285,FNDDS1718,"25221405, 32130060, 71404010, 63219000, 63105010",5,Breakfast,4+,0.0
4e8fadaf45919cfebe06aeb68c13.jpeg,"Squash, summer, yellow or green, cooked, from fresh, made with oil","['zucchini', 'oil', 'pepper', 'salt', 'cheese', 'onion', 'clove']","{'squash', 'green', 'oil'}","{'cheese', 'oil', 'zucchini', 'pepper', 'clove', 'salt', 'onion'}",0.2,FNDDS1718,75233027,1,Dinner,1,0.0
abfea7214743a971b05b4fd83e5a.jpeg,"Oats, raw, Apple, cooked or canned, with syrup","['sugar', 'butter', 'oats']","{'syrup', 'apple', 'oat'}","{'butter', 'oat', 'sugar'}",0.3333333333333333,FNDDS1718,"57602100, 63101210",2,Lunch,2-3,0.0
758b3d65462db52a2b8e383bc894.jpeg,"Rapeseed oil, Garlic, cooked, Onions, cooked, from fresh, fat not added in cooking, Spaghetti sauce, reduced sodium, Cream, heavy, Milk, reduced fat (2%), Sugar, white, granulated or lump, Cheese, NFS, Rice, white, cooked, fat not added in cooking, Rice, wild, 100%, cooked, fat not added in cooking","['popcorn', 'salt', 'oil', 'butter', 'sugar']","{'cheese', 'oil', 'cream', 'garlic', 'rice', 'spaghetti', 'milk', 'sugar', 'onion', 'rapeseed'}","{'butter', 'oil', 'popcorn', 'sugar', 'salt'}",0.26666666666666666,FNDDS1718,"82105500, 75217400, 75221011, 74404050, 12130100, 11112110, 91101010, 14010000, 56205008, 56205210",10,Lunch,4+,0.0
